DATAFLOW,REF_AREA: Area,THEME_INDICATOR: Indicator,THEME_SERIES: Series,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,45.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),IRN: Iran (Islamic Rep. of),MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,45.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,38.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,41.98
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,41.11
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,40.57
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,39.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,41.75
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,46.03
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,45.73
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,34.98
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,43.01
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,45.71
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,41.52
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,55.2
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,44.5
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,46.22
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,44.68
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),PHL: Philippines,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,44.68
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,32.65
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,32.24
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,23.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,26.98
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,24.81
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,22.45
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,21.88
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,22.42
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,24.55
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,23.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,25.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,24.71
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,24.84
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,23.14
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,25.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,28.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),RUS: Russian Federation,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,30.27
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,78.52
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,79.28
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,80.49
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,80.6
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,82.34
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,82.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,84.58
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,86.56
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,88.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,85.52
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,85.18
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,85.64
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,84.6
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,85.17
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,85.07
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,81.42
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),SGP: Singapore,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,78.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,2.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,2.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,2.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,2.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,2.7
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,2.53
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,3.28
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,1.26
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,2.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,2.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,3.65
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,3.65
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,2.95
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,2.49
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,1.86
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,2.19
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),TJK: Tajikistan,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,2.19
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,21.39
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,17.25
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,15.04
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,17.12
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,16.03
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,18.58
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,20.66
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,15.75
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,15.39
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,21.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,17.16
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,21.77
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,16
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,17.79
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,15.11
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,10.76
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),GEO: Georgia,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,11.52
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,39.5
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,36.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,30
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,26.31
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,27.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,29.57
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,33.08
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,29.84
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,32.68
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,32.58
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,38.07
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,36.11
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,34.13
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,33.93
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,36.06
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,36.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),"HKG: Hong Kong, China",MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,37.38
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,12.41
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,9.29
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,11.65
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,10.99
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,11.21
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,7.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2014,6.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2015,6.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),MMR: Myanmar,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2016,6.63
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2000,12.45
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2001,12.93
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2002,15.01
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2003,17.98
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2004,18.12
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2005,16.86
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2006,16.54
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2007,16.62
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2008,17.77
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2009,16.5
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2010,17.61
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2011,18.06
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2012,17.25
ESCAP:DF_ESCAP_THEME_Dataflow(1.0),NZL: New Zealand,MED_HIGH_TECH_IND: Medium and high technology industry,4421_4422: Medium and high-tech industry value added (% of total value added),A: Annual,2013,19.39
